id,class,,,SVM,MLP,KNN23,,proba,probb,probc,probd,probe,,proba,probb,probc,probd,probe,,proba,probb,probc,probd,probe,,,,,,,,,,,
3787598C28,4,,,4,4,4,,0.96411987,92.50775656,5.377681895,0.427403767,0.723037903,,0.003381021,99.74916308,0.230608325,0.003566689,0.01328089,,0,100,0,0,0,,0.967500891,292.2569196,5.60829022,0.430970456,0.736318794,4,1,4,,
BECC3BBD17,1,,,1,1,1,,0.277084701,0.121788589,0.791312038,98.80185612,0.007958556,,0.030182222,0.008573526,0.249056899,99.71213118,5.62E-05,,0,0,4.081326399,95.9186736,0,,0.307266923,0.130362114,5.121695336,294.4326609,0.008014734,1,3,1,,
FF62AE7D8D,1,,,1,1,1,,2.094159839,16.09653822,12.46920262,68.85167058,0.488428743,,0.146537895,18.16326518,28.52727356,53.15499326,0.007930108,,0,8.814182855,9.061202937,82.12461421,0,,2.240697734,43.07398625,50.05767912,204.131278,0.496358851,1,3,1,,
1D435D2349,3,,,3,3,3,,72.63980011,2.011435719,19.31502691,2.943750595,3.089986666,,95.8540166,0.043489004,3.925899863,0.107780222,0.068814312,,35.09733991,20.83832943,30.6653531,9.23673045,4.162247115,,203.5911566,22.89325415,53.90627987,12.28826127,7.321048093,3,0,3,,
864875FBBE,0,,,0,0,0,,20.83507165,0.720847514,72.78579827,5.392127044,0.266155529,,3.593764057,0.025466308,95.95834936,0.421878051,0.000542224,,16.7131562,0,71.13405374,12.15279006,0,,41.14199191,0.746313822,239.8782014,17.96679515,0.266697753,0,2,0,,
A465E89804,4,,,4,4,4,,1.43135702,90.28506822,2.172883742,1.688230519,4.422460496,,0.020251122,99.6547895,0.020924345,0.067958689,0.236076339,,0,78.63373702,8.804575503,0,12.56168747,,1.451608143,268.5735948,10.99838359,1.756189208,17.22022431,4,1,4,,
5F255A0964,4,,,4,4,4,,0.230573672,97.78494569,1.178345198,0.086021075,0.720114362,,0.000527099,99.97977194,0.013049859,0.000113738,0.006537368,,0,100,0,0,0,,0.231100771,297.7647176,1.191395057,0.086134813,0.72665173,4,1,4,,
2C5D892869,0,,,0,0,0,,19.12696818,0.914737552,77.06083323,2.747035675,0.150425365,,1.568546416,0.073901537,98.26504863,0.091994589,0.000508833,,8.266005438,0,74.90931852,16.82467604,0,,28.96152003,0.988639089,250.2352004,19.66370631,0.150934197,0,2,0,,
89F11A1583,0,,,0,0,0,,7.748791998,6.12943066,77.26594794,1.735897696,7.119931705,,0.204798093,0.10959424,99.64417774,0.010256487,0.031173437,,16.83920948,12.86552347,61.89443406,0,8.400832999,,24.79279957,19.10454837,238.8045597,1.746154183,15.55193814,0,2,0,,
5138BADA49,2,,,2,2,2,,0.081817168,0.187421614,0.292805091,0.066026426,99.3719297,,0.000166314,0.003534103,0.000169779,0.000182507,99.9959473,,0,0,0,0,100,,0.081983482,0.190955718,0.29297487,0.066208933,299.367877,2,4,2,,
4F8DE26892,4,,,4,4,4,,4.286683134,86.19637162,7.84851594,0.272768447,1.395660858,,0.046731973,99.32071523,0.619609917,0.000942324,0.012000557,,0,100,0,0,0,,4.333415107,285.5170868,8.468125858,0.273710771,1.407661415,4,1,4,,
5C47D38531,0,,,0,0,0,,1.857893185,9.576141846,85.76642652,1.714495344,1.085043107,,0.039699104,3.514227163,96.25164583,0.091296983,0.103130921,,0,12.77832984,83.12694717,4.094722992,0,,1.897592289,25.86869885,265.1450195,5.900515319,1.188174028,0,2,0,,
40FD801394,2,,,2,2,2,,0.229638376,0.333568396,0.309160289,0.078642801,99.04899014,,0.003499046,0.023534911,0.001169203,0.000663908,99.97113293,,0,0,0,0,100,,0.233137422,0.357103306,0.310329492,0.079306708,299.0201231,2,4,2,,
17905A3861,3,,,3,3,3,,99.33929581,0.068225776,0.481632962,0.077314648,0.033530804,,99.99480452,0.002507325,0.001675289,0.000899555,0.000113311,,95.60205815,0,4.397941846,0,0,,294.9361585,0.070733101,4.881250096,0.078214203,0.033644115,3,0,3,,
01F03AFBFF,0,,,0,0,1,,3.836446724,4.72153316,56.11643149,27.5737937,7.751794921,,0.531993095,1.078816978,84.52789943,13.00021189,0.861078609,,8.790934578,8.272779448,38.90975559,44.02653038,0,,13.1593744,14.07312959,179.5540865,84.60053597,8.61287353,0,2,0,,
A595081686,0,,,0,0,0,,2.242928438,3.732323359,76.1148021,14.5422964,3.367649699,,0.129195763,1.287623122,91.31802904,6.845315303,0.419836766,,0,8.393114659,74.40304756,17.20383778,0,,2.372124201,13.41306114,241.8358787,38.59144948,3.787486465,0,2,0,,
64F2DDA0AA,0,rika,0,0,3,0,,34.5683671,1.695043717,59.42527343,3.644225253,0.667090503,,61.9270176,0.17717333,37.50649606,0.370328962,0.018984055,,30.61620633,17.11385021,47.98755539,4.282388066,0,,127.111591,18.98606726,144.9193249,8.296942282,0.686074558,XXX,2,0,rika,
37E43239D9,0,,,0,0,0,,0.904375789,9.243375533,63.24624458,20.75386839,5.852135703,,0.066750405,3.193411178,64.46908505,30.883963,1.38679036,,0,16.59991946,44.43961958,26.15511109,12.80534986,,0.971126194,29.03670617,172.1549492,77.79294249,20.04427593,0,2,0,,
87A4969FED,3,,,3,3,3,,98.42502361,0.307262604,0.511997286,0.457063831,0.298652668,,99.98977052,0.00367221,0.002556413,0.002879673,0.001121189,,100,0,0,0,0,,298.4147941,0.310934814,0.514553699,0.459943504,0.299773857,3,0,3,,
006F8606F6,4,,,4,4,4,,22.02933814,58.39636024,12.70202221,1.574375,5.297904399,,12.47548867,72.10751011,9.768474694,0.615352215,5.033174311,,12.29183368,41.14907285,20.74842223,3.71665182,22.09401942,,46.79666049,171.6529432,43.21891914,5.906379034,32.42509813,4,1,4,,
6C6AA226F1,3,,,3,3,3,,97.80278385,0.027302395,1.194409483,0.917656715,0.057847559,,99.99093686,0.000140723,0.004639235,0.004180048,0.000103138,,95.97114549,0,0,4.028854507,0,,293.7648662,0.027443118,1.199048717,4.95069127,0.057950697,3,0,3,,
1D1A5C997D,2,,,2,2,2,,0.45509705,6.347819883,3.945824293,3.401555941,85.84970283,,0.002205732,4.382234214,0.218285694,0.14498498,95.25228938,,0,8.324656669,0,0,91.67534333,,0.457302781,19.05471077,4.164109986,3.546540921,272.7773355,2,4,2,,
BE2CA92827,2,,,2,2,2,,0.075196225,0.587036703,0.057637451,0.010738048,99.26939157,,0.000318792,0.131641588,0.000148088,4.32E-05,99.86784838,,0,0,0,0,100,,0.075515017,0.71867829,0.057785539,0.010781198,299.13724,2,4,2,,
F187E09CD7,0,,,0,0,0,,2.42671283,1.904805937,91.24159675,3.427173302,0.999711182,,0.031540889,0.12156272,99.75408894,0.071401332,0.021406123,,4.027590937,11.94703524,79.79797268,4.227401137,0,,6.485844656,13.9734039,270.7936584,7.725975772,1.021117305,0,2,0,,
C5D38BB72E,4,,,4,4,4,,0.885724546,97.61969697,0.880071862,0.23695801,0.377548614,,0.000785424,99.99733451,0.00063192,0.000208204,0.00103994,,0,100,0,0,0,,0.88650997,297.6170315,0.880703783,0.237166214,0.378588554,4,1,4,,
05835748A6,1,,,1,1,1,,4.582984711,0.704463094,10.39401578,84.20656836,0.111968058,,3.215469454,0.347698583,16.81532296,79.61961244,0.001896564,,0,0,16.22000088,83.77999912,0,,7.798454164,1.052161676,43.42933963,247.6061799,0.113864622,1,3,1,,
FDBBFB374B,1,,,1,1,1,,0.193775404,0.140005721,2.224985088,97.34653028,0.094703512,,0.014778857,0.009323284,0.303508888,99.67099101,0.001397964,,0,0,4.023586409,95.97641359,0,,0.208554261,0.149329005,6.552080385,292.9939349,0.096101476,1,3,1,,
0336FA0322,0,,,0,0,0,,2.523453649,4.313989785,76.9364273,4.989246274,11.23688299,,0.014340509,0.006478658,99.77855011,0.079957695,0.120673031,,12.66846223,4.128571516,59.07290325,16.23444475,7.895618259,,15.20625639,8.449039959,235.7878807,21.30364872,19.25317428,0,2,0,,
128B157A7C,2,,,2,2,4,,6.154114052,10.23522348,20.82142782,1.477354675,61.31187997,,3.512963774,8.975587608,5.976156907,0.205258972,81.33003274,,4.17867034,44.63181962,17.92567324,4.137775986,29.12606082,,13.84574817,63.8426307,44.72325797,5.820389633,171.7679735,2,4,2,,
7000E8FB61,0,,,2,0,0,,9.323704828,3.649929941,45.67986042,1.150474847,40.19602997,,1.535608354,0.214208749,72.37313838,0.018147634,25.85889688,,0,8.468926517,57.06669544,0,34.46437804,,10.85931318,12.33306521,175.1196942,1.16862248,100.5193049,0,2,0,,
697C12FB69,2,,,2,2,2,,1.615281026,0.627793706,1.870968695,0.200478917,95.68547766,,0.072363891,0.0104906,0.042728617,0.010181359,99.86423553,,4.34752112,4.739658001,4.059397003,0,86.85342388,,6.035166036,5.377942307,5.973094316,0.210660276,282.4031371,2,4,2,,
3773AAE60F,0,,,0,0,0,,0.796488908,0.284011475,98.0970533,0.729458886,0.09298743,,0.008701443,0.002687498,99.98430376,0.004061019,0.00024628,,0,0,100,0,0,,0.805190351,0.286698974,298.0813571,0.733519905,0.093233711,0,2,0,,
70BBCCA162,1,,,1,1,1,,0.376748193,0.313986634,0.461391959,98.81035137,0.03752184,,0.005808048,0.020667009,0.006583199,99.96640663,0.000535113,,0,0,8.354213754,91.64578625,0,,0.382556241,0.334653643,8.822188912,290.4225443,0.038056953,1,3,1,,
182DF51AF2,2,,,2,2,2,,0.036144463,0.16247955,0.37664522,0.013789779,99.41094099,,0.000178843,0.020113136,0.014481883,6.95E-05,99.96515662,,0,0,0,0,100,,0.036323306,0.182592686,0.391127103,0.013859295,299.3760976,2,4,2,,
65BF2008F2,0,,,0,0,0,,33.43073563,0.979881928,61.5883141,3.571436795,0.429631556,,22.42671208,0.098274267,77.25385469,0.209479518,0.01167945,,25.89653651,0,74.10346349,0,0,,81.75398422,1.078156194,212.9456323,3.780916313,0.441311006,0,2,0,,
DCBE5DDA63,4,,,4,4,4,,0.630728774,98.45013192,0.435343655,0.09074572,0.393049936,,0.000728304,99.99624046,0.00055106,0.000150898,0.002329279,,0,100,0,0,0,,0.631457077,298.4463724,0.435894715,0.090896618,0.395379215,4,1,4,,
CD5A8856CF,0,,,0,0,0,,0.395249467,0.034831272,99.42877487,0.065948128,0.075196262,,0.009817949,0.000324078,99.98907427,0.00067624,0.000107467,,0,0,100,0,0,,0.405067416,0.03515535,299.4178491,0.066624368,0.075303729,0,2,0,,
3DF65C56B4,0,,,0,0,0,,2.064323196,0.346208842,96.68739603,0.826200484,0.075871449,,0.077102199,0.009416636,99.90537796,0.008055507,4.77E-05,,0,0,87.70727485,12.29272515,0,,2.141425395,0.355625477,284.3000488,13.12698114,0.075919151,0,2,0,,
A450FE11D5,4,,,4,4,4,,5.509659514,78.08220221,5.645891718,0.576552979,10.18569358,,0.710482509,95.12103448,1.403896693,0.019730203,2.744856119,,4.151162472,52.36022309,26.8101246,0,16.67848984,,10.37130449,225.5634598,33.85991301,0.596283182,29.60903953,4,1,4,,
1C702E88FB,4,,,4,4,4,,0.485801731,97.58268774,0.827125285,0.182809604,0.921575645,,0.001968317,99.98725605,0.002143651,0.000590041,0.008041936,,0,100,0,0,0,,0.487770048,297.5699438,0.829268936,0.183399645,0.929617582,4,1,4,,
B4EA17A404,4,,,4,4,4,,0.993249092,96.92293974,1.345706932,0.224932136,0.513172104,,0.007868359,99.96616592,0.014686384,0.00114355,0.010135788,,0,100,0,0,0,,1.001117451,296.8891057,1.360393317,0.226075686,0.523307893,4,1,4,,
299878E723,2,,,2,2,2,,0.034803941,0.70306976,0.356247957,1.674891416,97.23098693,,1.50E-05,0.005916082,0.000202532,0.024352873,99.96951351,,0,0,0,0,100,,0.034818946,0.708985842,0.356450489,1.699244289,297.2005004,2,4,2,,
0125D1C6C3,3,,,3,3,3,,99.37321821,0.180638673,0.346080199,0.052271845,0.047791075,,99.97721916,0.019040162,0.002358812,0.000630629,0.00075124,,95.11372541,4.886274593,0,0,0,,294.4641628,5.085953428,0.348439011,0.052902474,0.048542315,3,0,3,,
A4E04413DD,3,akane,3,0,3,0,,41.22907911,2.795353373,45.12354261,2.210695297,8.641329611,,54.72955097,0.816701342,38.90182187,0.512608832,5.039316985,,25.28724873,8.11118505,40.80275035,12.53036009,13.26845578,,121.2458788,11.72323977,124.8281148,15.25366422,26.94910237,XXX,2,0,akane,
E6A9AED5E7,3,,,3,3,3,,98.71237342,0.552622988,0.56036447,0.135994039,0.038645083,,99.82044006,0.168617479,0.008491317,0.001819239,0.000631906,,90.26618765,5.602726555,4.131085795,0,0,,288.7990011,6.323967022,4.699941582,0.137813278,0.039276988,3,0,3,,
52A9CD0385,4,,,4,4,4,,0.256347198,90.22223055,1.3218601,0.16235396,8.037208194,,0.001483885,99.85643883,0.028047089,0.000852878,0.113177319,,0,95.96368766,0,0,4.036312341,,0.257831083,286.042357,1.349907189,0.163206837,12.18669785,4,1,4,,
2C500069BC,4,neru,4,0,4,0,,20.3547506,30.64457467,32.09800047,9.112303043,7.790371218,,7.620218424,74.91363639,3.755981837,12.2636418,1.446521551,,17.43384955,21.29187188,48.39253554,8.576387074,4.305355951,,45.40881858,126.8500829,84.24651785,29.95233191,13.54224872,XXX,1,4,neru,
4AE404D189,3,,,3,3,3,,97.57202936,0.433359936,1.435849199,0.246537382,0.31222412,,99.96730441,0.006850738,0.023316217,0.001519865,0.001008766,,100,0,0,0,0,,297.5393338,0.440210674,1.459165416,0.248057247,0.313232886,3,0,3,,
77B14A7C59,3,,,3,3,1,,77.54944845,1.277008485,3.143390304,16.42444906,1.6057037,,98.90992383,0.005897893,0.041240251,1.036371094,0.006566931,,39.74975152,0,12.81378094,43.11155601,4.324911543,,216.2091238,1.282906378,15.99841149,60.57237616,5.937182174,3,0,3,,
FCED87FC66,2,,,2,2,2,,0.027718102,0.194465049,0.054793381,0.032699646,99.69032382,,4.70E-05,0.003311294,2.89E-05,0.000196146,99.99641668,,0,0,0,0,100,,0.027765088,0.197776343,0.054822274,0.032895791,299.6867405,2,4,2,,
FEE3BE9A0C,2,,,2,2,2,,10.18520793,4.295441928,3.453360891,1.217664586,80.84832466,,7.539010667,0.258221399,0.164848578,0.067541259,91.9703781,,4.191181965,8.152004961,0,0,87.65681307,,21.91540057,12.70566829,3.618209469,1.285205845,260.4755158,2,4,2,,
8E5CC39832,4,,,4,4,4,,0.34192639,94.56001294,2.989157597,0.679782786,1.429120288,,0.000934293,99.88851953,0.093748008,0.001718858,0.015079316,,0,100,0,0,0,,0.342860683,294.4485325,3.082905605,0.681501644,1.444199604,4,1,4,,
6EC0AE705C,0,,,0,0,0,,13.01600491,2.105319923,80.17482812,0.767095517,3.936751521,,0.226985594,0.011347577,99.74989554,0.004136162,0.007635128,,8.62674562,4.099948089,83.06961201,0,4.203694285,,21.86973613,6.216615589,262.9943357,0.771231678,8.148080934,0,2,0,,
130ACCD7F4,2,,,2,2,2,,0.05814712,0.963232439,0.070576078,0.122195673,98.78584869,,4.26E-05,0.110987907,3.17E-05,0.000817548,99.88812018,,0,0,0,0,100,,0.058189766,1.074220346,0.070607794,0.123013221,298.6739689,2,4,2,,
45D7BB6117,3,,,3,3,2,,66.86330692,19.87641903,3.319522233,1.118773298,8.821978522,,67.08321956,16.44653678,0.731750463,2.00994393,13.72854927,,21.77363851,23.52776117,12.27569018,12.66424297,29.75866717,,155.720165,59.85071699,16.32696288,15.7929602,52.30919496,3,0,3,,
A850C101B5,4,,,4,4,4,,4.301270669,91.52127062,3.485899804,0.159617971,0.53194094,,0.047158113,99.75071812,0.197337965,0.000824798,0.003961001,,0,100,0,0,0,,4.348428781,291.2719887,3.683237769,0.160442769,0.535901941,4,1,4,,
6029B72300,1,,,1,1,1,,0.160673021,0.184489877,0.358927102,99.27459558,0.021314414,,0.001722841,0.000678757,0.00224274,99.9952294,0.000126265,,0,0,4.073453193,95.92654681,0,,0.162395862,0.185168634,4.434623035,295.1963718,0.021440679,1,3,1,,
75FAA1BA1B,3,akane,3,2,2,2,,18.55127162,12.48093731,26.69869254,3.942064189,38.32703434,,40.64219468,9.901559974,5.203960654,2.505947193,41.7463375,,17.34635988,25.71800426,21.43776414,8.58696704,26.91090467,,76.53982618,48.10050155,53.34041734,15.03497842,106.9842765,XXX,4,2,,
D3D911F948,1,,,1,1,1,,0.03723894,0.129287962,0.66866257,99.13975453,0.025055997,,0.001011105,0.004631816,0.066107622,99.9280965,0.000152952,,0,0,4.079614992,95.92038501,0,,0.038250045,0.133919778,4.814385184,294.988236,0.025208949,1,3,1,,
57134D9B71,0,,,0,0,0,,16.06586164,20.55599903,49.91480742,0.915051924,12.54827999,,4.520759621,25.81099529,66.31246571,0.01428062,3.34149875,,17.34844573,13.39683101,56.73227703,0,12.52244623,,37.93506699,59.76382533,172.9595502,0.929332544,28.41222498,0,2,0,,
E2430869CF,0,,,0,0,0,,11.21117003,1.944712624,80.49910973,0.213479363,6.131528256,,1.943878696,0.096271776,97.6081687,0.001203362,0.35047747,,13.03064278,12.68143934,61.46128824,0,12.82662964,,26.1856915,14.72242374,239.5685667,0.214682725,19.30863537,0,2,0,,
6FB0E4EF88,4,,,4,4,4,,0.45347895,97.40409753,0.903774473,0.076109063,1.162539981,,0.001288668,99.97349446,0.002606851,0.00019861,0.022411413,,0,100,0,0,0,,0.454767618,297.377592,0.906381324,0.076307673,1.184951394,4,1,4,,
B3764C086C,1,,,3,1,1,,45.85963792,13.842642,10.36074226,26.93007603,3.006901787,,5.918082057,3.819017775,0.452848033,89.72257822,0.087473911,,8.951982534,30.29958148,17.33190871,39.19155322,4.22497405,,60.72970251,47.96124126,28.14549901,155.8442075,7.319349748,1,3,1,,
B509A8A1E7,4,,,4,4,4,,0.192100852,97.4227542,1.440084145,0.349932053,0.595128745,,0.000368729,99.95065922,0.016515518,0.003151334,0.029305202,,0,100,0,0,0,,0.192469581,297.3734134,1.456599663,0.353083387,0.624433946,4,1,4,,
BB745EA3C1,4,,,4,4,4,,0.273827549,98.57286787,0.703244282,0.223434601,0.226625698,,0.000493622,99.97820674,0.013029129,0.00146865,0.006801855,,0,100,0,0,0,,0.274321171,298.5510746,0.716273411,0.224903251,0.233427553,4,1,4,,
B17256020C,4,,,3,4,4,,41.66036749,27.06015676,21.49093887,7.590808155,2.197728722,,22.13368852,68.78142858,6.514823658,2.087149581,0.482909662,,4.335600728,61.03550625,17.53673924,12.73632081,4.355832976,,68.12965673,156.8770916,45.54250177,22.41427854,7.03647136,4,1,4,,
EBE9C7DC11,0,,,0,0,4,,19.48684432,8.656864988,63.071263,0.24015523,8.544872459,,19.8716709,4.129269489,72.59450026,0.003349546,3.401209802,,17.62472358,39.04492614,38.64514836,0,4.685201928,,56.9832388,51.83106062,174.3109116,0.243504776,16.63128419,0,2,0,,
6E953384B2,1,,,1,1,1,,0.00649541,0.097947102,0.62328654,99.26046073,0.011810216,,0.000129142,0.003869404,0.082131937,99.91375957,0.000109951,,0,0,4.288835041,95.71116496,0,,0.006624552,0.101816506,4.994253519,294.8853853,0.011920166,1,3,1,,
BE97527F24,0,,,0,0,0,,2.490033984,1.193050887,85.66014614,2.320852419,8.335916566,,0.098957698,0.004837361,99.74805646,0.020971286,0.127177197,,8.059196745,12.23718479,54.74901847,12.27979353,12.67480647,,10.64818843,13.43507303,240.1572211,14.62161724,21.13790023,0,2,0,,
0158CDF991,1,risa,1,3,0,4,,39.34891752,15.25504362,27.00184908,15.30541554,3.088774238,,20.94542754,2.025514595,38.14080869,37.91790043,0.970348746,,17.91439698,27.33456009,17.24575527,20.42793004,17.07735761,,78.20874204,44.61511831,82.38841304,73.65124601,21.1364806,XXX,2,0,,
D789A56ECA,3,,,3,3,3,,99.89140003,0.03157404,0.020701647,0.011561337,0.04476295,,99.9996751,0.000144018,5.75E-05,0.000104471,1.89E-05,,100,0,0,0,0,,299.8910751,0.031718058,0.020759129,0.011665808,0.044781874,3,0,3,,
E7AE487D2D,2,,,2,2,2,,11.89259329,1.748195704,33.46066379,2.445141054,50.45340616,,8.363486894,0.5663287,11.68628312,1.343002994,78.04089829,,25.75461642,8.914245377,26.52256971,0,38.8085685,,46.0106966,11.22876978,71.66951662,3.788144048,167.3028729,2,4,2,,
896F257E36,3,,,3,3,3,,94.76288762,0.663728644,2.64035048,1.566620999,0.366412262,,99.72690522,0.036222748,0.207203657,0.027511674,0.002156699,,91.6013073,0,8.3986927,0,0,,286.0911001,0.699951392,11.24624684,1.594132673,0.368568961,3,0,3,,
2F4B0CE443,4,,,4,4,4,,0.080132131,96.20048871,1.600354001,0.242243695,1.876781466,,4.87E-05,99.95017711,0.008038361,0.000725313,0.041010528,,0,100,0,0,0,,0.080180824,296.1506658,1.608392361,0.242969007,1.917791994,4,1,4,,
C3C880EF02,0,,,0,0,0,,1.055692862,0.109815102,98.49704167,0.291964892,0.045485476,,0.054704282,0.001656932,99.9378233,0.005458105,0.000357381,,4.239355213,0,95.76064479,0,0,,5.349752357,0.111472034,294.1955098,0.297422997,0.045842857,0,2,0,,
434941CB07,1,,,1,1,1,,0.182237411,0.18572623,0.931476123,98.64701075,0.053549489,,0.011351908,0.011886313,0.417547124,99.55847877,0.000735889,,0,0,8.311865906,91.68813409,0,,0.193589319,0.197612543,9.660889153,289.8936236,0.054285378,1,3,1,,
13F90261D1,2,,,2,2,2,,1.281622707,9.151112553,6.833111233,0.332894116,82.40125939,,0.186079738,3.142593822,13.8566349,0.014342385,82.80034916,,4.572028604,34.47334005,8.666984356,0,52.28764699,,6.039731049,46.76704643,29.35673049,0.347236501,217.4892555,2,4,2,,
3916F48FD9,0,,,0,0,4,,3.00893648,17.6326104,72.38845689,0.539475894,6.430520341,,0.308414877,5.96291662,93.38374507,0.035984461,0.308938969,,3.78997079,45.66222739,42.89720502,0,7.650596793,,7.107322146,69.25775441,208.669407,0.575460355,14.3900561,0,2,0,,
B63DAB3AD8,2,,,2,2,2,,0.112055046,9.617679057,0.727330722,0.086507488,89.45642769,,0.000629449,13.12899415,0.005323444,0.000532757,86.8645202,,0,0,0,0,100,,0.112684495,22.74667321,0.732654166,0.087040245,276.3209479,2,4,2,,
B94FC929D8,4,,,4,4,4,,9.854566846,70.94098539,12.6275523,5.719293252,0.85760221,,2.233376105,93.72658387,1.762227409,2.223372117,0.0544405,,4.468280235,86.88164237,8.650077391,0,0,,16.55622319,251.5492116,23.0398571,7.942665368,0.91204271,4,1,4,,
B35961761D,4,,,4,4,4,,1.016543576,97.86182875,0.862135857,0.213784201,0.045707613,,0.001969775,99.98689985,0.010003234,0.000813068,0.000314069,,0,100,0,0,0,,1.018513351,297.8487286,0.872139091,0.21459727,0.046021682,4,1,4,,
46A3A23476,4,,,4,4,4,,0.402496088,98.41194238,0.812798952,0.125499672,0.247262909,,0.001173316,99.98993439,0.007527817,0.000281379,0.001083094,,0,100,0,0,0,,0.403669404,298.4018768,0.820326769,0.125781051,0.248346003,4,1,4,,
561D588A9C,4,,,4,4,4,,0.16611043,92.47583512,3.231505887,1.196537231,2.930011334,,0.000275952,99.67296835,0.148382294,0.011669077,0.166704323,,0,100,0,0,0,,0.166386383,292.1488035,3.37988818,1.208206309,3.096715657,4,1,4,,
C56B5CDC6B,4,,,4,4,4,,0.504941519,99.05400067,0.268090109,0.13527312,0.037694585,,0.001787039,99.99607917,0.001120141,0.000627477,0.000386173,,0,100,0,0,0,,0.506728558,299.0500798,0.26921025,0.135900597,0.038080758,4,1,4,,
DD6D7F2710,3,,,3,3,3,,99.85631978,0.044404378,0.038768942,0.006360676,0.054146228,,99.99923659,0.000517592,8.64E-05,3.68E-05,0.000122624,,100,0,0,0,0,,299.8555564,0.04492197,0.038855334,0.006397476,0.054268852,3,0,3,,
5E586D29BD,4,,,4,4,4,,5.328396921,71.81896775,21.73736848,0.28935984,0.825907007,,0.116068826,94.48382092,5.390884758,0.00282585,0.00639965,,0,95.73372866,4.266271343,0,0,,5.444465746,262.0365173,31.39452458,0.29218569,0.832306657,4,1,4,,
6172FAF0DD,3,,,3,3,3,,99.9665915,0.011077202,0.00442053,0.010381016,0.007529752,,99.99984784,5.79E-05,1.15E-05,7.01E-05,1.27E-05,,100,0,0,0,0,,299.9664393,0.011135113,0.004432029,0.010451078,0.007542438,3,0,3,,
769AC28420,3,,,3,3,3,,97.48362636,0.205252076,0.206581268,2.093268626,0.01127167,,99.96169921,0.005426738,0.000908158,0.031959415,6.48E-06,,91.24429707,0,4.238914435,4.516788497,0,,288.6896226,0.210678814,4.446403861,6.642016538,0.01127815,3,0,3,,
7B0702E9FD,2,,,2,2,2,,0.622963496,1.099544644,0.595761671,0.161961953,97.51976824,,0.006334425,0.036734173,0.000974135,0.001668983,99.95428828,,0,0,0,0,100,,0.62929792,1.136278817,0.596735806,0.163630936,297.4740565,2,4,2,,
DA7AE1BA0F,4,,,4,4,4,,1.922698355,92.28204049,4.459546969,0.699131343,0.63658284,,0.003879129,99.93679586,0.051619501,0.003085568,0.004619939,,0,95.96529327,4.034706733,0,0,,1.926577484,288.1841296,8.545873204,0.702216911,0.641202779,4,1,4,,
9E93633EC5,2,,,2,2,2,,12.57044568,2.197609573,7.418677293,1.386143791,76.42712366,,2.003959656,0.007797017,1.457198315,0.296172914,96.2348721,,4.587898911,12.36144844,4.354480377,0,78.69617227,,19.16230425,14.56685503,13.23035598,1.682316705,251.358168,2,4,2,,
CC3137D213,1,,,1,1,1,,0.092039737,0.055063212,0.091947273,99.75815616,0.002793618,,0.005776899,0.001831375,0.006450697,99.98593531,5.72E-06,,0,0,0,100,0,,0.097816636,0.056894587,0.09839797,299.7440915,0.002799335,1,3,1,,
D8DC2E8B30,3,,,3,3,3,,96.3554275,2.614223305,0.754549834,0.021274994,0.254524364,,99.78062068,0.206929891,0.011912825,5.66E-05,0.000480038,,79.03408527,16.8680054,4.097909327,0,0,,275.1701335,19.68915859,4.864371986,0.02133156,0.255004402,3,0,3,,
0F81941C18,0,,,0,0,0,,1.941522838,1.623030676,93.44684467,2.93442327,0.054178548,,0.109763394,0.158528653,99.64758512,0.083858858,0.000263979,,0,0,83.88302395,16.11697605,0,,2.051286231,1.781559329,276.9774537,19.13525817,0.054442527,0,2,0,,
2E0B6E1A37,0,,,0,0,0,,0.031852014,0.105769812,98.47028825,1.33181943,0.060270494,,0.000259939,0.004802047,99.94322125,0.051567258,0.000149507,,0,0,79.35010165,20.64989835,0,,0.032111954,0.110571859,277.7636111,22.03328504,0.060420001,0,2,0,,
D41ABE1C96,3,,,3,3,3,,96.13767799,0.578236162,1.132435149,0.296689021,1.854961681,,99.97039935,0.00150224,0.016279868,0.004598455,0.007220083,,75.31449059,0,8.204007726,4.075765498,12.40573619,,271.4225679,0.579738402,9.352722743,4.377052975,14.26791795,3,0,3,,
C574183F0C,0,,,0,0,0,,1.299405475,2.974888655,90.66163184,4.603219019,0.460855009,,0.016616986,0.835127681,99.01755681,0.125515518,0.005183009,,0,4.15506926,87.24752161,8.597409126,0,,1.316022462,7.965085596,276.9267103,13.32614366,0.466038018,0,2,0,,
BF61FFBC1C,3,,,3,3,3,,91.44312977,1.483721515,0.444513834,6.388412698,0.240222182,,98.62979722,0.020185362,0.003946738,1.344403615,0.00166706,,100,0,0,0,0,,290.072927,1.503906878,0.448460572,7.732816314,0.241889242,3,0,3,,
BC7E817CDE,4,neru,4,2,2,2,,3.902727161,4.938457875,37.71803325,0.419629044,53.02115267,,2.177913992,3.884355942,39.51859797,0.09746395,54.32166815,,7.827173772,17.80235541,29.31886097,3.901351951,41.1502579,,13.90781492,26.62516923,106.5554922,4.418444945,148.4930787,XXX,4,2,,
F86382F03A,2,,,2,2,2,,0.062519372,1.492979125,0.105579628,0.080751174,98.2581707,,0.000123038,0.702334998,8.10E-05,0.000565115,99.29689582,,0,0,0,0,100,,0.062642409,2.195314123,0.105660656,0.081316288,297.5550665,2,4,2,,
